/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/1.jpg,276,94,326,169,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/10.jpg,395,311,444,344,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/100.jpg,263,406,434,450,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/101.jpg,363,283,494,315,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/102.jpg,42,139,222,280,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/103.jpg,320,437,450,475,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/104.jpg,511,482,623,547,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/105.jpg,452,281,535,330,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/106.jpg,172,309,281,332,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/107.jpg,328,399,441,425,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/108.jpg,611,98,681,379,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/109.jpg,137,236,222,255,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/11.jpg,359,378,545,421,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/110.jpg,529,307,641,372,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/111.jpg,23,305,113,384,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/112.jpg,345,264,386,388,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/113.jpg,361,278,493,318,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/114.jpg,328,366,454,398,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/115.jpg,120,348,262,385,licence plate
/content/drive/My Drive/keras-retinanet-master/keras_retinanet/images/LP_DETECTION_TRAIN/116.jpg,114,411,291,468,licence plate
